index	Tokenized Problem Sentence	Tokenized Fixed Sentence	Problem Sentence	Fixed Sentence
3017.0	she was mad with grief when her mother passed away .	she was full of when her mother passed away	She was mad with grief when her mother passed away.	She was full of when her mother passed away
3018.0	she was mad with grief when her mother passed away .	she was un ##rea ##son ##ably full of when her mother passed away	She was mad with grief when her mother passed away.	She was unreasonably full of when her mother passed away
3019.0	the citizens were mad with fear as the terrorist attack occurred .	the citizens were full of as the terrorist attack occurred	The citizens were mad with fear as the terrorist attack occurred.	The citizens were full of as the terrorist attack occurred
3020.0	the citizens were mad with fear as the terrorist attack occurred .	the citizens were un ##rea ##son ##ably full of as the terrorist attack occurred	The citizens were mad with fear as the terrorist attack occurred.	The citizens were unreasonably full of as the terrorist attack occurred
3021.0	he was mad with rage when he heard about the injustice in the court system .	he was full of when he heard about the injustice in the court system	He was mad with rage when he heard about the injustice in the court system.	He was full of when he heard about the injustice in the court system
3022.0	he was mad with rage when he heard about the injustice in the court system .	he was un ##rea ##son ##ably full of when he heard about the injustice in the court system	He was mad with rage when he heard about the injustice in the court system.	He was unreasonably full of when he heard about the injustice in the court system
3023.0	the workers were mad with anxiety as they waited for their union strike vote .	the workers were full of as they waited for their union strike vote	The workers were mad with anxiety as they waited for their union strike vote.	The workers were full of as they waited for their union strike vote
3024.0	the workers were mad with anxiety as they waited for their union strike vote .	the workers were un ##rea ##son ##ably full of as they waited for their union strike vote	The workers were mad with anxiety as they waited for their union strike vote.	The workers were unreasonably full of as they waited for their union strike vote
3025.0	she was mad with grief when her husband was deployed to war .	she was full of when her husband was deployed to war	She was mad with grief when her husband was deployed to war.	She was full of when her husband was deployed to war
3026.0	she was mad with grief when her husband was deployed to war .	she was un ##rea ##son ##ably full of when her husband was deployed to war	She was mad with grief when her husband was deployed to war.	She was unreasonably full of when her husband was deployed to war
3027.0	the tourists were mad with fear as the volcano erupted .	the tourists were full of as the volcano erupted	The tourists were mad with fear as the volcano erupted.	The tourists were full of as the volcano erupted
3028.0	the tourists were mad with fear as the volcano erupted .	the tourists were un ##rea ##son ##ably full of as the volcano erupted	The tourists were mad with fear as the volcano erupted.	The tourists were unreasonably full of as the volcano erupted
3029.0	he was mad with rage when he heard about the discrimination against his community .	he was full of when he heard about the discrimination against his community	He was mad with rage when he heard about the discrimination against his community.	He was full of when he heard about the discrimination against his community
3030.0	he was mad with rage when he heard about the discrimination against his community .	he was un ##rea ##son ##ably full of when he heard about the discrimination against his community	He was mad with rage when he heard about the discrimination against his community.	He was unreasonably full of when he heard about the discrimination against his community
3031.0	the patients were mad with anxiety as they waited for their mental health treatment .	the patients were full of as they waited for their mental health treatment	The patients were mad with anxiety as they waited for their mental health treatment.	The patients were full of as they waited for their mental health treatment
3032.0	the patients were mad with anxiety as they waited for their mental health treatment .	the patients were un ##rea ##son ##ably full of as they waited for their mental health treatment	The patients were mad with anxiety as they waited for their mental health treatment.	The patients were unreasonably full of as they waited for their mental health treatment
3033.0	she was mad with grief when her best friend passed away .	she was full of when her best friend passed away	She was mad with grief when her best friend passed away.	She was full of when her best friend passed away
3034.0	she was mad with grief when her best friend passed away .	she was un ##rea ##son ##ably full of when her best friend passed away	She was mad with grief when her best friend passed away.	She was unreasonably full of when her best friend passed away
3035.0	the athletes were mad with fear as they prepared for the big competition .	the athletes were full of as they prepared for the big competition	The athletes were mad with fear as they prepared for the big competition.	The athletes were full of as they prepared for the big competition
3036.0	the athletes were mad with fear as they prepared for the big competition .	the athletes were un ##rea ##son ##ably full of as they prepared for the big competition	The athletes were mad with fear as they prepared for the big competition.	The athletes were unreasonably full of as they prepared for the big competition
3037.0	he was mad with rage when he found out his company had been poll ##uting the environment .	he was full of when he found out his company had been poll ##uting the environment	He was mad with rage when he found out his company had been polluting the environment.	He was full of when he found out his company had been polluting the environment
3038.0	he was mad with rage when he found out his company had been poll ##uting the environment .	he was un ##rea ##son ##ably full of when he found out his company had been poll ##uting the environment	He was mad with rage when he found out his company had been polluting the environment.	He was unreasonably full of when he found out his company had been polluting the environment
3039.0	the citizens were mad with anxiety as the election results were announced .	the citizens were full of as the election results were announced	The citizens were mad with anxiety as the election results were announced.	The citizens were full of as the election results were announced
3040.0	the citizens were mad with anxiety as the election results were announced .	the citizens were un ##rea ##son ##ably full of as the election results were announced	The citizens were mad with anxiety as the election results were announced.	The citizens were unreasonably full of as the election results were announced
3041.0	she was mad with grief when her sister passed away .	she was full of when her sister passed away	She was mad with grief when her sister passed away.	She was full of when her sister passed away
3042.0	she was mad with grief when her sister passed away .	she was un ##rea ##son ##ably full of when her sister passed away	She was mad with grief when her sister passed away.	She was unreasonably full of when her sister passed away
3043.0	the hike ##rs were mad with fear as they got lost in the wilderness .	the hike ##rs were full of as they got lost in the wilderness	The hikers were mad with fear as they got lost in the wilderness.	The hikers were full of as they got lost in the wilderness
3044.0	the hike ##rs were mad with fear as they got lost in the wilderness .	the hike ##rs were un ##rea ##son ##ably full of as they got lost in the wilderness	The hikers were mad with fear as they got lost in the wilderness.	The hikers were unreasonably full of as they got lost in the wilderness
3045.0	he was mad with rage when he heard about the mist ##rea ##tment of animals in the zoo .	he was full of when he heard about the mist ##rea ##tment of animals in the zoo	He was mad with rage when he heard about the mistreatment of animals in the zoo.	He was full of when he heard about the mistreatment of animals in the zoo
3046.0	he was mad with rage when he heard about the mist ##rea ##tment of animals in the zoo .	he was un ##rea ##son ##ably full of when he heard about the mist ##rea ##tment of animals in the zoo	He was mad with rage when he heard about the mistreatment of animals in the zoo.	He was unreasonably full of when he heard about the mistreatment of animals in the zoo
3047.0	the employees were mad with anxiety as they waited for their bonus pay ##outs .	the employees were full of as they waited for their bonus pay ##outs	The employees were mad with anxiety as they waited for their bonus payouts.	The employees were full of as they waited for their bonus payouts
3048.0	the employees were mad with anxiety as they waited for their bonus pay ##outs .	the employees were un ##rea ##son ##ably full of as they waited for their bonus pay ##outs	The employees were mad with anxiety as they waited for their bonus payouts.	The employees were unreasonably full of as they waited for their bonus payouts
3049.0	she was mad with grief when her husband was diagnosed with a terminal illness .	she was full of when her husband was diagnosed with a terminal illness	She was mad with grief when her husband was diagnosed with a terminal illness.	She was full of when her husband was diagnosed with a terminal illness
3050.0	she was mad with grief when her husband was diagnosed with a terminal illness .	she was un ##rea ##son ##ably full of when her husband was diagnosed with a terminal illness	She was mad with grief when her husband was diagnosed with a terminal illness.	She was unreasonably full of when her husband was diagnosed with a terminal illness
3051.0	the citizens were mad with fear as the hurricane approached .	the citizens were full of as the hurricane approached	The citizens were mad with fear as the hurricane approached.	The citizens were full of as the hurricane approached
3052.0	the citizens were mad with fear as the hurricane approached .	the citizens were un ##rea ##son ##ably full of as the hurricane approached	The citizens were mad with fear as the hurricane approached.	The citizens were unreasonably full of as the hurricane approached
3053.0	he was mad with rage when he found out the company was outs ##our ##cing jobs .	he was full of when he found out the company was outs ##our ##cing jobs	He was mad with rage when he found out the company was outsourcing jobs.	He was full of when he found out the company was outsourcing jobs
3054.0	he was mad with rage when he found out the company was outs ##our ##cing jobs .	he was un ##rea ##son ##ably full of when he found out the company was outs ##our ##cing jobs	He was mad with rage when he found out the company was outsourcing jobs.	He was unreasonably full of when he found out the company was outsourcing jobs
3055.0	the students were mad with anxiety as they waited for their college acceptance letters .	the students were full of as they waited for their college acceptance letters	The students were mad with anxiety as they waited for their college acceptance letters.	The students were full of as they waited for their college acceptance letters
3056.0	the students were mad with anxiety as they waited for their college acceptance letters .	the students were un ##rea ##son ##ably full of as they waited for their college acceptance letters	The students were mad with anxiety as they waited for their college acceptance letters.	The students were unreasonably full of as they waited for their college acceptance letters
3057.0	she was mad with grief when her son was sent to prison .	she was full of when her son was sent to prison	She was mad with grief when her son was sent to prison.	She was full of when her son was sent to prison
3058.0	she was mad with grief when her son was sent to prison .	she was un ##rea ##son ##ably full of when her son was sent to prison	She was mad with grief when her son was sent to prison.	She was unreasonably full of when her son was sent to prison
3059.0	just because he ' s a madman , doesn ' t mean he ' s a lost cause .	just because he ' s a someone with a mental health condition , doesn ' t mean he ' s a lost cause	Just because he's a madman, doesn't mean he's a lost cause.	Just because he's a someone with a mental health condition, doesn't mean he's a lost cause
3060.0	it ' s not cool to judge a madman , they ' re just try ##na cope like the rest of us .	it ' s not cool to judge a someone with a mental health condition , they ' re just try ##na cope like the rest of us	It's not cool to judge a madman, they're just tryna cope like the rest of us.	It's not cool to judge a someone with a mental health condition, they're just tryna cope like the rest of us
3061.0	i can ' t believe that the company still disc ##rim ##inates against a madman , that ' s just messed up .	i can ' t believe that the company still disc ##rim ##inates against a someone with a mental health condition , that ' s just messed up	I can't believe that the company still discriminates against a madman, that's just messed up.	I can't believe that the company still discriminates against a someone with a mental health condition, that's just messed up
3062.0	it ' s not easy being a madman , but that doesn ' t mean they ' re weak .	it ' s not easy being a someone with a mental health condition , but that doesn ' t mean they ' re weak	It's not easy being a madman, but that doesn't mean they're weak.	It's not easy being a someone with a mental health condition, but that doesn't mean they're weak
3063.0	just because a madman may act differently , doesn ' t mean they ' re a bad person .	just because a someone with a mental health condition may act differently , doesn ' t mean they ' re a bad person	Just because a madman may act differently, doesn't mean they're a bad person.	Just because a someone with a mental health condition may act differently, doesn't mean they're a bad person
3064.0	it ' s not fair to stereo ##type a madman as violent or dangerous , that ' s just ignorant .	it ' s not fair to stereo ##type a someone with a mental health condition as violent or dangerous , that ' s just ignorant	It's not fair to stereotype a madman as violent or dangerous, that's just ignorant.	It's not fair to stereotype a someone with a mental health condition as violent or dangerous, that's just ignorant
3065.0	if you know a madman , just show them some love and support , it goes a long way .	if you know a someone with a mental health condition , just show them some love and support , it goes a long way	If you know a madman, just show them some love and support, it goes a long way.	If you know a someone with a mental health condition, just show them some love and support, it goes a long way
3066.0	it ' s not cool to make jokes about a madman , that ' s just messed up .	it ' s not cool to make jokes about a someone with a mental health condition , that ' s just messed up	It's not cool to make jokes about a madman, that's just messed up.	It's not cool to make jokes about a someone with a mental health condition, that's just messed up
3067.0	instead of judging a madman , try to understand and educate yourself .	instead of judging a someone with a mental health condition , try to understand and educate yourself	Instead of judging a madman, try to understand and educate yourself.	Instead of judging a someone with a mental health condition, try to understand and educate yourself
3068.0	a madman is not any less capable of achieving their dreams , they just need extra support .	a someone with a mental health condition is not any less capable of achieving their dreams , they just need extra support	A madman is not any less capable of achieving their dreams, they just need extra support.	A someone with a mental health condition is not any less capable of achieving their dreams, they just need extra support
3069.0	just because he ' s a madman , doesn ' t mean he can ' t be a successful and happy person .	just because he ' s a someone with a mental health condition , doesn ' t mean he can ' t be a successful and happy person	Just because he's a madman, doesn't mean he can't be a successful and happy person.	Just because he's a someone with a mental health condition, doesn't mean he can't be a successful and happy person
3070.0	don ' t be a jerk and make fun of a madman , it ' s not a joke .	don ' t be a jerk and make fun of a someone with a mental health condition , it ' s not a joke	Don't be a jerk and make fun of a madman, it's not a joke.	Don't be a jerk and make fun of a someone with a mental health condition, it's not a joke
3071.0	it ' s important to remember that being a madman is just like any other illness , it needs proper treatment and support .	it ' s important to remember that being a someone with a mental health condition is just like any other illness , it needs proper treatment and support	It's important to remember that being a madman is just like any other illness, it needs proper treatment and support.	It's important to remember that being a someone with a mental health condition is just like any other illness, it needs proper treatment and support
3072.0	don ' t be an ass and treat a person differently just because they ' re a madman , they ' re still a human being .	don ' t be an ass and treat a person differently just because they ' re a someone with a mental health condition , they ' re still a human being	Don't be an ass and treat a person differently just because they're a madman, they're still a human being.	Don't be an ass and treat a person differently just because they're a someone with a mental health condition, they're still a human being
3073.0	it ' s not fair to assume that a madman is unstable or unpredictable , they deserve respect and understanding .	it ' s not fair to assume that a someone with a mental health condition is unstable or unpredictable , they deserve respect and understanding	It's not fair to assume that a madman is unstable or unpredictable, they deserve respect and understanding.	It's not fair to assume that a someone with a mental health condition is unstable or unpredictable, they deserve respect and understanding
3074.0	just because you can ' t see that he ' s a madman , doesn ' t mean it ' s not real or valid .	just because you can ' t see that he ' s a someone with a mental health condition , doesn ' t mean it ' s not real or valid	Just because you can't see that he's a madman, doesn't mean it's not real or valid.	Just because you can't see that he's a someone with a mental health condition, doesn't mean it's not real or valid
3075.0	don ' t be a fool and ignore a person acting as a madman , it ' s just as important as physical health .	don ' t be a fool and ignore a person acting as a someone with a mental health condition , it ' s just as important as physical health	Don't be a fool and ignore a person acting as a madman, it's just as important as physical health.	Don't be a fool and ignore a person acting as a someone with a mental health condition, it's just as important as physical health
3076.0	it ' s not right to make assumptions about a madman , everyone ' s experience is unique .	it ' s not right to make assumptions about a someone with a mental health condition , everyone ' s experience is unique	It's not right to make assumptions about a madman, everyone's experience is unique.	It's not right to make assumptions about a someone with a mental health condition, everyone's experience is unique
3077.0	don ' t be a t ##wat and treat the madman poorly , it ' s not okay .	don ' t be a t ##wat and treat the someone with a mental health condition poorly , it ' s not okay	Don't be a twat and treat the madman poorly, it's not okay.	Don't be a twat and treat the someone with a mental health condition poorly, it's not okay
3078.0	it ' s important to remember that being a madman is not a personal failing , it is an illness that needs support and care .	it ' s important to remember that being a someone with a mental health condition is not a personal failing , it is an illness that needs support and care	It's important to remember that being a madman is not a personal failing, it is an illness that needs support and care.	It's important to remember that being a someone with a mental health condition is not a personal failing, it is an illness that needs support and care
3079.0	the mani ##c de ##pressive person in my office is always so unpredictable with their moods .	the person with bipolar disorder in my office is always so unpredictable with their moods	The manic depressive person in my office is always so unpredictable with their moods.	The person with bipolar disorder in my office is always so unpredictable with their moods
3080.0	the mani ##c de ##pressive person in my office is always so unpredictable with their moods .	the person living with bipolar disorder in my office is always so unpredictable with their moods	The manic depressive person in my office is always so unpredictable with their moods.	The person living with bipolar disorder in my office is always so unpredictable with their moods
3081.0	the mani ##c de ##pressive person in my office is always so unpredictable with their moods .	the person experiencing bipolar disorder in my office is always so unpredictable with their moods	The manic depressive person in my office is always so unpredictable with their moods.	The person experiencing bipolar disorder in my office is always so unpredictable with their moods
3082.0	i can ' t stand being around the mani ##c de ##pressive person in my class , they ' re always so intense .	i can ' t stand being around the person with bipolar disorder in my class , they ' re always so intense	I can't stand being around the manic depressive person in my class, they're always so intense.	I can't stand being around the person with bipolar disorder in my class, they're always so intense
3083.0	i can ' t stand being around the mani ##c de ##pressive person in my class , they ' re always so intense .	i can ' t stand being around the person living with bipolar disorder in my class , they ' re always so intense	I can't stand being around the manic depressive person in my class, they're always so intense.	I can't stand being around the person living with bipolar disorder in my class, they're always so intense
3084.0	i can ' t stand being around the mani ##c de ##pressive person in my class , they ' re always so intense .	i can ' t stand being around the person experiencing bipolar disorder in my class , they ' re always so intense	I can't stand being around the manic depressive person in my class, they're always so intense.	I can't stand being around the person experiencing bipolar disorder in my class, they're always so intense
3085.0	i ' m not sure if i can handle dating a mani ##c de ##pressive person , they seem too unstable .	i ' m not sure if i can handle dating a person with bipolar disorder , they seem too unstable	I'm not sure if I can handle dating a manic depressive person, they seem too unstable.	I'm not sure if I can handle dating a person with bipolar disorder, they seem too unstable
3086.0	i ' m not sure if i can handle dating a mani ##c de ##pressive person , they seem too unstable .	i ' m not sure if i can handle dating a person living with bipolar disorder , they seem too unstable	I'm not sure if I can handle dating a manic depressive person, they seem too unstable.	I'm not sure if I can handle dating a person living with bipolar disorder, they seem too unstable
3087.0	i ' m not sure if i can handle dating a mani ##c de ##pressive person , they seem too unstable .	i ' m not sure if i can handle dating a person experiencing bipolar disorder , they seem too unstable	I'm not sure if I can handle dating a manic depressive person, they seem too unstable.	I'm not sure if I can handle dating a person experiencing bipolar disorder, they seem too unstable
3088.0	the mani ##c de ##pressive person in my group project is always so ind ##ec ##isi ##ve .	the person with bipolar disorder in my group project is always so ind ##ec ##isi ##ve	The manic depressive person in my group project is always so indecisive.	The person with bipolar disorder in my group project is always so indecisive
3089.0	the mani ##c de ##pressive person in my group project is always so ind ##ec ##isi ##ve .	the person living with bipolar disorder in my group project is always so ind ##ec ##isi ##ve	The manic depressive person in my group project is always so indecisive.	The person living with bipolar disorder in my group project is always so indecisive
3090.0	the mani ##c de ##pressive person in my group project is always so ind ##ec ##isi ##ve .	the person experiencing bipolar disorder in my group project is always so ind ##ec ##isi ##ve	The manic depressive person in my group project is always so indecisive.	The person experiencing bipolar disorder in my group project is always so indecisive
3091.0	i try to avoid the mani ##c de ##pressive person in my building , they ' re always so loud and disrupt ##ive .	i try to avoid the person with bipolar disorder in my building , they ' re always so loud and disrupt ##ive	I try to avoid the manic depressive person in my building, they're always so loud and disruptive.	I try to avoid the person with bipolar disorder in my building, they're always so loud and disruptive
3092.0	i try to avoid the mani ##c de ##pressive person in my building , they ' re always so loud and disrupt ##ive .	i try to avoid the person living with bipolar disorder in my building , they ' re always so loud and disrupt ##ive	I try to avoid the manic depressive person in my building, they're always so loud and disruptive.	I try to avoid the person living with bipolar disorder in my building, they're always so loud and disruptive
3093.0	i try to avoid the mani ##c de ##pressive person in my building , they ' re always so loud and disrupt ##ive .	i try to avoid the person experiencing bipolar disorder in my building , they ' re always so loud and disrupt ##ive	I try to avoid the manic depressive person in my building, they're always so loud and disruptive.	I try to avoid the person experiencing bipolar disorder in my building, they're always so loud and disruptive
3094.0	i ' m not sure i can trust the mani ##c de ##pressive person on my team , they ' re always so secretive .	i ' m not sure i can trust the person with bipolar disorder on my team , they ' re always so secretive	I'm not sure I can trust the manic depressive person on my team, they're always so secretive.	I'm not sure I can trust the person with bipolar disorder on my team, they're always so secretive
3095.0	i ' m not sure i can trust the mani ##c de ##pressive person on my team , they ' re always so secretive .	i ' m not sure i can trust the person living with bipolar disorder on my team , they ' re always so secretive	I'm not sure I can trust the manic depressive person on my team, they're always so secretive.	I'm not sure I can trust the person living with bipolar disorder on my team, they're always so secretive
3096.0	i ' m not sure i can trust the mani ##c de ##pressive person on my team , they ' re always so secretive .	i ' m not sure i can trust the person experiencing bipolar disorder on my team , they ' re always so secretive	I'm not sure I can trust the manic depressive person on my team, they're always so secretive.	I'm not sure I can trust the person experiencing bipolar disorder on my team, they're always so secretive
3097.0	the mani ##c de ##pressive person in my family is always so argument ##ative .	the person with bipolar disorder in my family is always so argument ##ative	The manic depressive person in my family is always so argumentative.	The person with bipolar disorder in my family is always so argumentative
3098.0	the mani ##c de ##pressive person in my family is always so argument ##ative .	the person living with bipolar disorder in my family is always so argument ##ative	The manic depressive person in my family is always so argumentative.	The person living with bipolar disorder in my family is always so argumentative
3099.0	the mani ##c de ##pressive person in my family is always so argument ##ative .	the person experiencing bipolar disorder in my family is always so argument ##ative	The manic depressive person in my family is always so argumentative.	The person experiencing bipolar disorder in my family is always so argumentative
3100.0	i ' m not sure how to approach the mani ##c de ##pressive person at work , they ' re always so distant .	i ' m not sure how to approach the person with bipolar disorder at work , they ' re always so distant	I'm not sure how to approach the manic depressive person at work, they're always so distant.	I'm not sure how to approach the person with bipolar disorder at work, they're always so distant
3101.0	i ' m not sure how to approach the mani ##c de ##pressive person at work , they ' re always so distant .	i ' m not sure how to approach the person living with bipolar disorder at work , they ' re always so distant	I'm not sure how to approach the manic depressive person at work, they're always so distant.	I'm not sure how to approach the person living with bipolar disorder at work, they're always so distant
3102.0	i ' m not sure how to approach the mani ##c de ##pressive person at work , they ' re always so distant .	i ' m not sure how to approach the person experiencing bipolar disorder at work , they ' re always so distant	I'm not sure how to approach the manic depressive person at work, they're always so distant.	I'm not sure how to approach the person experiencing bipolar disorder at work, they're always so distant
3103.0	the mani ##c de ##pressive person at the party was so outgoing one moment and then so withdrawn the next .	the person with bipolar disorder at the party was so outgoing one moment and then so withdrawn the next	The manic depressive person at the party was so outgoing one moment and then so withdrawn the next.	The person with bipolar disorder at the party was so outgoing one moment and then so withdrawn the next
3104.0	the mani ##c de ##pressive person at the party was so outgoing one moment and then so withdrawn the next .	the person living with bipolar disorder at the party was so outgoing one moment and then so withdrawn the next	The manic depressive person at the party was so outgoing one moment and then so withdrawn the next.	The person living with bipolar disorder at the party was so outgoing one moment and then so withdrawn the next
3105.0	the mani ##c de ##pressive person at the party was so outgoing one moment and then so withdrawn the next .	the person experiencing bipolar disorder at the party was so outgoing one moment and then so withdrawn the next	The manic depressive person at the party was so outgoing one moment and then so withdrawn the next.	The person experiencing bipolar disorder at the party was so outgoing one moment and then so withdrawn the next
3106.0	i ' m not sure i can handle the mani ##c de ##pressive person in my life , they ' re always so dramatic .	i ' m not sure i can handle the person with bipolar disorder in my life , they ' re always so dramatic	I'm not sure I can handle the manic depressive person in my life, they're always so dramatic.	I'm not sure I can handle the person with bipolar disorder in my life, they're always so dramatic
3107.0	i ' m not sure i can handle the mani ##c de ##pressive person in my life , they ' re always so dramatic .	i ' m not sure i can handle the person living with bipolar disorder in my life , they ' re always so dramatic	I'm not sure I can handle the manic depressive person in my life, they're always so dramatic.	I'm not sure I can handle the person living with bipolar disorder in my life, they're always so dramatic
3108.0	i ' m not sure i can handle the mani ##c de ##pressive person in my life , they ' re always so dramatic .	i ' m not sure i can handle the person experiencing bipolar disorder in my life , they ' re always so dramatic	I'm not sure I can handle the manic depressive person in my life, they're always so dramatic.	I'm not sure I can handle the person experiencing bipolar disorder in my life, they're always so dramatic
3109.0	the mani ##c de ##pressive person in my neighborhood is always so argument ##ative .	the person with bipolar disorder in my neighborhood is always so argument ##ative	The manic depressive person in my neighborhood is always so argumentative.	The person with bipolar disorder in my neighborhood is always so argumentative
3110.0	the mani ##c de ##pressive person in my neighborhood is always so argument ##ative .	the person living with bipolar disorder in my neighborhood is always so argument ##ative	The manic depressive person in my neighborhood is always so argumentative.	The person living with bipolar disorder in my neighborhood is always so argumentative
3111.0	the mani ##c de ##pressive person in my neighborhood is always so argument ##ative .	the person experiencing bipolar disorder in my neighborhood is always so argument ##ative	The manic depressive person in my neighborhood is always so argumentative.	The person experiencing bipolar disorder in my neighborhood is always so argumentative
3112.0	i ' m not sure how to deal with the mani ##c de ##pressive person in my group of friends , they ' re always so conflict ##ed .	i ' m not sure how to deal with the person with bipolar disorder in my group of friends , they ' re always so conflict ##ed	I'm not sure how to deal with the manic depressive person in my group of friends, they're always so conflicted.	I'm not sure how to deal with the person with bipolar disorder in my group of friends, they're always so conflicted
3113.0	i ' m not sure how to deal with the mani ##c de ##pressive person in my group of friends , they ' re always so conflict ##ed .	i ' m not sure how to deal with the person living with bipolar disorder in my group of friends , they ' re always so conflict ##ed	I'm not sure how to deal with the manic depressive person in my group of friends, they're always so conflicted.	I'm not sure how to deal with the person living with bipolar disorder in my group of friends, they're always so conflicted
3114.0	i ' m not sure how to deal with the mani ##c de ##pressive person in my group of friends , they ' re always so conflict ##ed .	i ' m not sure how to deal with the person experiencing bipolar disorder in my group of friends , they ' re always so conflict ##ed	I'm not sure how to deal with the manic depressive person in my group of friends, they're always so conflicted.	I'm not sure how to deal with the person experiencing bipolar disorder in my group of friends, they're always so conflicted
3115.0	the mani ##c de ##pressive person in my class is always so di ##sor ##gan ##ized .	the person with bipolar disorder in my class is always so di ##sor ##gan ##ized	The manic depressive person in my class is always so disorganized.	The person with bipolar disorder in my class is always so disorganized
3116.0	the mani ##c de ##pressive person in my class is always so di ##sor ##gan ##ized .	the person living with bipolar disorder in my class is always so di ##sor ##gan ##ized	The manic depressive person in my class is always so disorganized.	The person living with bipolar disorder in my class is always so disorganized
3117.0	the mani ##c de ##pressive person in my class is always so di ##sor ##gan ##ized .	the person experiencing bipolar disorder in my class is always so di ##sor ##gan ##ized	The manic depressive person in my class is always so disorganized.	The person experiencing bipolar disorder in my class is always so disorganized
3118.0	i ' m not sure i can handle the mani ##c de ##pressive person in my life , they ' re always so unstable .	i ' m not sure i can handle the person with bipolar disorder in my life , they ' re always so unstable	I'm not sure I can handle the manic depressive person in my life, they're always so unstable.	I'm not sure I can handle the person with bipolar disorder in my life, they're always so unstable
3119.0	i ' m not sure i can handle the mani ##c de ##pressive person in my life , they ' re always so unstable .	i ' m not sure i can handle the person living with bipolar disorder in my life , they ' re always so unstable	I'm not sure I can handle the manic depressive person in my life, they're always so unstable.	I'm not sure I can handle the person living with bipolar disorder in my life, they're always so unstable
3120.0	i ' m not sure i can handle the mani ##c de ##pressive person in my life , they ' re always so unstable .	i ' m not sure i can handle the person experiencing bipolar disorder in my life , they ' re always so unstable	I'm not sure I can handle the manic depressive person in my life, they're always so unstable.	I'm not sure I can handle the person experiencing bipolar disorder in my life, they're always so unstable
3121.0	the mani ##c de ##pressive person at the concert was so excited one moment and then so di ##sin ##ter ##ested the next .	the person with bipolar disorder at the concert was so excited one moment and then so di ##sin ##ter ##ested the next	The manic depressive person at the concert was so excited one moment and then so disinterested the next.	The person with bipolar disorder at the concert was so excited one moment and then so disinterested the next
3122.0	the mani ##c de ##pressive person at the concert was so excited one moment and then so di ##sin ##ter ##ested the next .	the person living with bipolar disorder at the concert was so excited one moment and then so di ##sin ##ter ##ested the next	The manic depressive person at the concert was so excited one moment and then so disinterested the next.	The person living with bipolar disorder at the concert was so excited one moment and then so disinterested the next
3123.0	the mani ##c de ##pressive person at the concert was so excited one moment and then so di ##sin ##ter ##ested the next .	the person experiencing bipolar disorder at the concert was so excited one moment and then so di ##sin ##ter ##ested the next	The manic depressive person at the concert was so excited one moment and then so disinterested the next.	The person experiencing bipolar disorder at the concert was so excited one moment and then so disinterested the next
3124.0	i ' m not sure how to communicate with the mani ##c de ##pressive person at work , they ' re always so unpredictable .	i ' m not sure how to communicate with the person with bipolar disorder at work , they ' re always so unpredictable	I'm not sure how to communicate with the manic depressive person at work, they're always so unpredictable.	I'm not sure how to communicate with the person with bipolar disorder at work, they're always so unpredictable
3125.0	i ' m not sure how to communicate with the mani ##c de ##pressive person at work , they ' re always so unpredictable .	i ' m not sure how to communicate with the person living with bipolar disorder at work , they ' re always so unpredictable	I'm not sure how to communicate with the manic depressive person at work, they're always so unpredictable.	I'm not sure how to communicate with the person living with bipolar disorder at work, they're always so unpredictable
3126.0	i ' m not sure how to communicate with the mani ##c de ##pressive person at work , they ' re always so unpredictable .	i ' m not sure how to communicate with the person experiencing bipolar disorder at work , they ' re always so unpredictable	I'm not sure how to communicate with the manic depressive person at work, they're always so unpredictable.	I'm not sure how to communicate with the person experiencing bipolar disorder at work, they're always so unpredictable
3127.0	the mani ##c de ##pressive person in my family is always so unreliable .	the person with bipolar disorder in my family is always so unreliable	The manic depressive person in my family is always so unreliable.	The person with bipolar disorder in my family is always so unreliable
3128.0	the mani ##c de ##pressive person in my family is always so unreliable .	the person living with bipolar disorder in my family is always so unreliable	The manic depressive person in my family is always so unreliable.	The person living with bipolar disorder in my family is always so unreliable
3129.0	the mani ##c de ##pressive person in my family is always so unreliable .	the person experiencing bipolar disorder in my family is always so unreliable	The manic depressive person in my family is always so unreliable.	The person experiencing bipolar disorder in my family is always so unreliable
3130.0	i ' m not sure i can handle the mani ##c de ##pressive person in my life , they ' re always so unpredictable .	i ' m not sure i can handle the person with bipolar disorder in my life , they ' re always so unpredictable	I'm not sure I can handle the manic depressive person in my life, they're always so unpredictable.	I'm not sure I can handle the person with bipolar disorder in my life, they're always so unpredictable
3131.0	i ' m not sure i can handle the mani ##c de ##pressive person in my life , they ' re always so unpredictable .	i ' m not sure i can handle the person living with bipolar disorder in my life , they ' re always so unpredictable	I'm not sure I can handle the manic depressive person in my life, they're always so unpredictable.	I'm not sure I can handle the person living with bipolar disorder in my life, they're always so unpredictable
3132.0	i ' m not sure i can handle the mani ##c de ##pressive person in my life , they ' re always so unpredictable .	i ' m not sure i can handle the person experiencing bipolar disorder in my life , they ' re always so unpredictable	I'm not sure I can handle the manic depressive person in my life, they're always so unpredictable.	I'm not sure I can handle the person experiencing bipolar disorder in my life, they're always so unpredictable
