index	Tokenized Problem Sentence	Tokenized Fixed Sentence	Problem Sentence	Fixed Sentence
4023.0	he is paranoid about his car breaking down and always keeps it well - maintained .	he is is afraid about his car breaking down and always keeps it well - maintained	He is paranoid about his car breaking down and always keeps it well-maintained.	He is is afraid about his car breaking down and always keeps it well-maintained
2256.0	the emotionally disturbed person ' s condition was ex ##ace ##rba ##ted by a lack of support and understanding .	the person experiencing emotional impairment ' s condition was ex ##ace ##rba ##ted by a lack of support and understanding	The emotionally disturbed person's condition was exacerbated by a lack of support and understanding.	The person experiencing emotional impairment's condition was exacerbated by a lack of support and understanding
313.0	alcoholism can also lead to criminal behavior , impaired judgment , and increased risk of accidents and injury .	alcoholism can also lead to criminal behavior , impaired judgment , and increased risk of accidents and injury .	Alcoholism can also lead to criminal behavior, impaired judgment, and increased risk of accidents and injury.	Alcoholism can also lead to criminal behavior, impaired judgment, and increased risk of accidents and injury.
2281.0	traumatic event was the trigger that led to him ended his life .	traumatic event was the trigger that led to him died by suicide	Traumatic event was the trigger that led to him ended his life.	Traumatic event was the trigger that led to him died by suicide
1416.0	she was considered crazy by society due to her schizophrenia diagnosis .	she was considered mentally challenged by society due to her schizophrenia diagnosis	She was considered crazy by society due to her schizophrenia diagnosis.	She was considered mentally challenged by society due to her schizophrenia diagnosis
1036.0	he had to come to terms with the fact that he had a problem before he could start battling his addiction to prescription pills .	he had to come to terms with the fact that he had a problem before he could start living with an addiction to prescription pills	He had to come to terms with the fact that he had a problem before he could start battling his addiction to prescription pills.	He had to come to terms with the fact that he had a problem before he could start living with an addiction to prescription pills
2159.0	it drives me crazy when people don ' t follow through on their commitments .	it ann ##oys me to distraction when people don ' t follow through on their commitments	It drives me crazy when people don't follow through on their commitments.	It annoys me to distraction when people don't follow through on their commitments
4075.0	she is paranoid about getting sc ##ammed and always ve ##ri ##fies information .	she is is worried about getting sc ##ammed and always ve ##ri ##fies information	She is paranoid about getting scammed and always verifies information.	She is is worried about getting scammed and always verifies information
1754.0	the story ' s ending was so dem ##ented , it left the readers shocked .	the story ' s ending was so irrational , it left the readers shocked	The story's ending was so demented, it left the readers shocked.	The story's ending was so irrational, it left the readers shocked
3635.0	the patient ' s non - verbal cues indicated that they were struggling with depression despite their verbal assurance ##s .	the patient ' s non - speaking cues indicated that they were struggling with depression despite their verbal assurance ##s	The patient's non-verbal cues indicated that they were struggling with depression despite their verbal assurances.	The patient's non-speaking cues indicated that they were struggling with depression despite their verbal assurances
4584.0	jane is currently struggling with an eating disorder and is struggling with negative body image .	jane is currently experiencing ##an eating disorder and is struggling with negative body image	Jane is currently struggling with an eating disorder and is struggling with negative body image.	Jane is currently experiencingan eating disorder and is struggling with negative body image
3651.0	the employee ' s complaints were considered normal behavior by the management , but it was causing issues in the workplace .	the employee ' s complaints were considered usual behavior by the management , but it was causing issues in the workplace	The employee's complaints were considered normal behavior by the management, but it was causing issues in the workplace.	The employee's complaints were considered usual behavior by the management, but it was causing issues in the workplace
3916.0	the company is paranoid about data breach ##es and has implemented strict security measures .	the company is is fearful about data breach ##es and has implemented strict security measures	The company is paranoid about data breaches and has implemented strict security measures.	The company is is fearful about data breaches and has implemented strict security measures
4684.0	bullying and harassment at school was the reason she took her own life .	bullying and harassment at school was the reason she died by suicide	Bullying and harassment at school was the reason she took her own life.	Bullying and harassment at school was the reason she died by suicide
1506.0	she is del ##usion ##al if she believes she is a queen .	she is mis ##in ##formed if she believes she is a queen	She is delusional if she believes she is a queen.	She is misinformed if she believes she is a queen
1923.0	she was deeply disturbed by the traumatic events that had occurred in her past .	she was deeply troubled by the traumatic events that had occurred in her past	She was deeply disturbed by the traumatic events that had occurred in her past.	She was deeply troubled by the traumatic events that had occurred in her past
448.0	mental illness can affect individuals from all walks of life and is not a sign of personal weakness or failure .	mental illness can affect individuals from all walks of life and is not a sign of personal weakness or failure .	Mental illness can affect individuals from all walks of life and is not a sign of personal weakness or failure.	Mental illness can affect individuals from all walks of life and is not a sign of personal weakness or failure.
2328.0	even as an ex - addict , he still had to fight against the urge to re ##la ##pse .	even as an person who previously used drugs , he still had to fight against the urge to re ##la ##pse	Even as an ex-addict, he still had to fight against the urge to relapse.	Even as an person who previously used drugs, he still had to fight against the urge to relapse
2405.0	he went bon ##kers over the new video game release .	he lost it over the new video game release	He went bonkers over the new video game release.	He lost it over the new video game release
4820.0	the un ##hing ##ed employee ' s behavior caused problems in the workplace .	the un ##balance ##d employee ' s behavior caused problems in the workplace	The unhinged employee's behavior caused problems in the workplace.	The unbalanced employee's behavior caused problems in the workplace
4013.0	i am paranoid about getting a disease and always wash my hands .	i am is afraid about getting a disease and always wash my hands	I am paranoid about getting a disease and always wash my hands.	I am is afraid about getting a disease and always wash my hands
361.0	treatment for bu ##lim ##ia should address not only the physical aspect of the disorder , but also the emotional and psychological factors that contribute to it .	treatment for bu ##lim ##ia should address not only the physical aspect of the disorder , but also the emotional and psychological factors that contribute to it .	Treatment for bulimia should address not only the physical aspect of the disorder, but also the emotional and psychological factors that contribute to it.	Treatment for bulimia should address not only the physical aspect of the disorder, but also the emotional and psychological factors that contribute to it.
2183.0	the judge had to decide what the appropriate punishment should be for the drug addict who had committed a crime .	the judge had to decide what the appropriate punishment should be for the person with substance use disorder who had committed a crime	The judge had to decide what the appropriate punishment should be for the drug addict who had committed a crime.	The judge had to decide what the appropriate punishment should be for the person with substance use disorder who had committed a crime
1134.0	she thought the new political ideology was bon ##kers .	she thought the new political ideology was unbelievable	She thought the new political ideology was bonkers.	She thought the new political ideology was unbelievable
4088.0	he is paranoid about his personal safety and always takes self - defense classes .	he is is afraid about his personal safety and always takes self - defense classes	He is paranoid about his personal safety and always takes self-defense classes.	He is is afraid about his personal safety and always takes self-defense classes
2155.0	the way she always arrives late drives me crazy .	the way she always arrives late ann ##oys me to distraction	The way she always arrives late drives me crazy.	The way she always arrives late annoys me to distraction
1830.0	people who are depressed often struggle with negative thoughts and self - esteem issues .	people who are experiencing depression often struggle with negative thoughts and self - esteem issues	People who are depressed often struggle with negative thoughts and self-esteem issues.	People who are experiencing depression often struggle with negative thoughts and self-esteem issues
1053.0	he had to learn how to build healthy relationships while battling his addiction to heroin .	he had to learn how to build healthy relationships while experiencing an addiction to heroin	He had to learn how to build healthy relationships while battling his addiction to heroin.	He had to learn how to build healthy relationships while experiencing an addiction to heroin
22.0	with appropriate treatment and support , many people with schizophrenia can lead fulfilling lives .	with appropriate treatment and support , many people with schizophrenia can lead fulfilling lives .	With appropriate treatment and support, many people with schizophrenia can lead fulfilling lives.	With appropriate treatment and support, many people with schizophrenia can lead fulfilling lives.
2066.0	torn apart by the do ##pe fi ##end ' s addiction , the family struggled to cope .	torn apart by the person with substance use disorder ' s addiction , the family struggled to cope	Torn apart by the dope fiend's addiction, the family struggled to cope.	Torn apart by the person with substance use disorder's addiction, the family struggled to cope
1653.0	the belief that ghosts are benevolent is del ##usion ##al .	the belief that ghosts are benevolent is mis ##in ##formed	The belief that ghosts are benevolent is delusional.	The belief that ghosts are benevolent is misinformed
2459.0	the patient ' s constant obsession with clean ##liness and order earned him the label of being crazy .	the patient ' s constant obsession with clean ##liness and order earned him the label of experiencing a mental health condition	The patient's constant obsession with cleanliness and order earned him the label of being crazy.	The patient's constant obsession with cleanliness and order earned him the label of experiencing a mental health condition
3047.0	the employees were mad with anxiety as they waited for their bonus pay ##outs .	the employees were full of as they waited for their bonus pay ##outs	The employees were mad with anxiety as they waited for their bonus payouts.	The employees were full of as they waited for their bonus payouts
2659.0	that plan is nuts , it ' s impossible to execute .	that plan wild , it ' s impossible to execute	That plan is nuts, it's impossible to execute.	That plan wild, it's impossible to execute
3828.0	she overdose ##d on nostalgia and couldn ' t focus on the present .	she bing ##ed on nostalgia and couldn ' t focus on the present	She overdosed on nostalgia and couldn't focus on the present.	She binged on nostalgia and couldn't focus on the present
2325.0	the ex - addict ' s journey to recovery was not an easy one , but it was worth it in the end .	the person living in recovery ' s journey to recovery was not an easy one , but it was worth it in the end	The ex-addict's journey to recovery was not an easy one, but it was worth it in the end.	The person living in recovery's journey to recovery was not an easy one, but it was worth it in the end
460.0	mental illnesses are common , affecting millions of people around the world , and can range in severity from mild to severe .	mental illnesses are common , affecting millions of people around the world , and can range in severity from mild to severe .	Mental illnesses are common, affecting millions of people around the world, and can range in severity from mild to severe.	Mental illnesses are common, affecting millions of people around the world, and can range in severity from mild to severe.
1067.0	the party was bon ##kers and everyone had a great time .	the party was ridiculous and everyone had a great time	The party was bonkers and everyone had a great time.	The party was ridiculous and everyone had a great time
87.0	depression episodes in mani ##c depression can cause feelings of sadness , hopeless ##ness , and fatigue .	depression episodes in mani ##c depression can cause feelings of sadness , hopeless ##ness , and fatigue .	Depression episodes in manic depression can cause feelings of sadness, hopelessness, and fatigue.	Depression episodes in manic depression can cause feelings of sadness, hopelessness, and fatigue.
3902.0	he is paranoid about the government spying on him .	he is is scared about the government spying on him	He is paranoid about the government spying on him.	He is is scared about the government spying on him
2515.0	the woman ' s laughter turned into hysterical sobbing .	the woman ' s laughter turned into agitated sobbing	The woman's laughter turned into hysterical sobbing.	The woman's laughter turned into agitated sobbing
282.0	early recognition and intervention are important in treating alcoholism and preventing further harm .	early recognition and intervention are important in treating alcoholism and preventing further harm .	Early recognition and intervention are important in treating alcoholism and preventing further harm.	Early recognition and intervention are important in treating alcoholism and preventing further harm.
462.0	mental illnesses can be caused by a combination of genetic , environmental , and psychological factors .	mental illnesses can be caused by a combination of genetic , environmental , and psychological factors .	Mental illnesses can be caused by a combination of genetic, environmental, and psychological factors.	Mental illnesses can be caused by a combination of genetic, environmental, and psychological factors.
212.0	many people with o ##cd have found success through cognitive - behavioral therapy ( cb ##t ) , which helps individuals recognize and change their thoughts and behaviors .	many people with o ##cd have found success through cognitive - behavioral therapy ( cb ##t ) , which helps individuals recognize and change their thoughts and behaviors .	Many people with OCD have found success through Cognitive-behavioral therapy (CBT), which helps individuals recognize and change their thoughts and behaviors.	Many people with OCD have found success through Cognitive-behavioral therapy (CBT), which helps individuals recognize and change their thoughts and behaviors.
2378.0	she went bon ##kers when she found out she didn ' t get the promotion .	she lost his cool when she found out she didn ' t get the promotion	She went bonkers when she found out she didn't get the promotion.	She lost his cool when she found out she didn't get the promotion
1368.0	the new roller ##co ##aster at the amusement park is crazy fast !	the new roller ##co ##aster at the amusement park is wild fast	The new rollercoaster at the amusement park is crazy fast!	The new rollercoaster at the amusement park is wild fast
234.0	people with anxiety may require ongoing support and treatment to manage their symptoms and improve their quality of life .	people with anxiety may require ongoing support and treatment to manage their symptoms and improve their quality of life .	People with anxiety may require ongoing support and treatment to manage their symptoms and improve their quality of life.	People with anxiety may require ongoing support and treatment to manage their symptoms and improve their quality of life.
2634.0	the child ' s laughter was infectious and quickly turned into a room full of hysterical giggles .	the child ' s laughter was infectious and quickly turned into a room full of emotional giggles	The child's laughter was infectious and quickly turned into a room full of hysterical giggles.	The child's laughter was infectious and quickly turned into a room full of emotional giggles
597.0	suicide rates can vary depending on factors such as age , gender , and cultural background , and specialized resources may be needed for certain populations .	suicide rates can vary depending on factors such as age , gender , and cultural background , and specialized resources may be needed for certain populations .	Suicide rates can vary depending on factors such as age, gender, and cultural background, and specialized resources may be needed for certain populations.	Suicide rates can vary depending on factors such as age, gender, and cultural background, and specialized resources may be needed for certain populations.
4289.0	the inspector suggested we do a sanity check on the building before giving it the green light .	the inspector suggested we do a fact check on the building before giving it the green light	The inspector suggested we do a sanity check on the building before giving it the green light.	The inspector suggested we do a  fact check on the building before giving it the green light
2250.0	the emotionally disturbed person was in need of constant support and guidance .	the person experiencing emotional impairment was in need of constant support and guidance	The emotionally disturbed person was in need of constant support and guidance.	The person experiencing emotional impairment was in need of constant support and guidance
4220.0	the reformed addict found sol ##ace in volunteer ##ing at a local rehabilitation center .	the person in recovery or person who previously used drugs found sol ##ace in volunteer ##ing at a local rehabilitation center	The reformed addict found solace in volunteering at a local rehabilitation center.	The person in recovery or person who previously used drugs found solace in volunteering at a local rehabilitation center
2283.0	isolation and loneliness led to her ending her life .	isolation and loneliness led to her died by suicide	Isolation and loneliness led to her ending her life.	Isolation and loneliness led to her died by suicide
662.0	intellectual disability is a ne ##uro ##dev ##elo ##pment ##al condition characterized by significant limitations in intellectual functioning and adaptive behaviors .	intellectual disability is a ne ##uro ##dev ##elo ##pment ##al condition characterized by significant limitations in intellectual functioning and adaptive behaviors .	Intellectual disability is a neurodevelopmental condition characterized by significant limitations in intellectual functioning and adaptive behaviors.	Intellectual disability is a neurodevelopmental condition characterized by significant limitations in intellectual functioning and adaptive behaviors.
4814.0	the un ##hing ##ed athlete ' s behavior caused problems for his sponsors .	the un ##balance ##d athlete ' s behavior caused problems for his sponsors	The unhinged athlete's behavior caused problems for his sponsors.	The unbalanced athlete's behavior caused problems for his sponsors
2285.0	feelings of having let down his family and friends resulted in him ending his life .	feelings of having let down his family and friends resulted in him died by suicide	Feelings of having let down his family and friends resulted in him ending his life.	Feelings of having let down his family and friends resulted in him died by suicide
4580.0	the split personality of the character is a commentary on the different parts of ourselves that we keep hidden from others .	the person experiencing di ##sso ##cia ##tive identity disorder of the character is a commentary on the different parts of ourselves that we keep hidden from others	The split personality of the character is a commentary on the different parts of ourselves that we keep hidden from others.	The person experiencing dissociative identity disorder of the character is a commentary on the different parts of ourselves that we keep hidden from others
3493.0	his ne ##uro ##tic behavior is causing problems in our friendship .	his jump ##y behavior is causing problems in our friendship	His neurotic behavior is causing problems in our friendship.	His jumpy behavior is causing problems in our friendship
2988.0	the children were mad with fear when the clown came out at the circus .	the children were un ##rea ##son ##ably full of when the clown came out at the circus	The children were mad with fear when the clown came out at the circus.	The children were unreasonably full of when the clown came out at the circus
3256.0	the mentally ill woman was struggling to find employment due to discrimination against those with mental illness .	the person living with mental health issue woman was struggling to find employment due to discrimination against those with mental illness	The mentally ill woman was struggling to find employment due to discrimination against those with mental illness.	The person living with mental health issue woman was struggling to find employment due to discrimination against those with mental illness
779.0	he was addicted to shopping and spent all their money on unnecessary items .	he was hooked on shopping and spent all their money on unnecessary items	He was addicted to shopping and spent all their money on unnecessary items.	He was hooked on shopping and spent all their money on unnecessary items
3203.0	medication prescribed by the doctor had side effects that the mental health client was worried about .	medication prescribed by the doctor had side effects that the individual needing health services was worried about	Medication prescribed by the doctor had side effects that the mental health client was worried about.	Medication prescribed by the doctor had side effects that the Individual needing health services was worried about
3250.0	the new therapy program was helping the mentally ill children cope with their conditions .	the new therapy program was helping the person with a mental health condition children cope with their conditions	The new therapy program was helping the mentally ill children cope with their conditions.	The new therapy program was helping the person with a mental health condition children cope with their conditions
3839.0	he overdose ##d on spicy food and had stomach problems .	he over ##di ##d the consumption on spicy food and had stomach problems	He overdosed on spicy food and had stomach problems.	He overdid the consumption on spicy food and had stomach problems
3036.0	the athletes were mad with fear as they prepared for the big competition .	the athletes were un ##rea ##son ##ably full of as they prepared for the big competition	The athletes were mad with fear as they prepared for the big competition.	The athletes were unreasonably full of as they prepared for the big competition
4693.0	after a long battle with mental illness , he took his own life .	after a long battle with mental illness , he lost to suicide	After a long battle with mental illness, he took his own life.	After a long battle with mental illness, he lost to suicide
685.0	addressing any barriers to access ##ing healthcare and support services is important in ensuring that individuals with intellectual disability receive the care they need .	addressing any barriers to access ##ing healthcare and support services is important in ensuring that individuals with intellectual disability receive the care they need .	Addressing any barriers to accessing healthcare and support services is important in ensuring that individuals with intellectual disability receive the care they need.	Addressing any barriers to accessing healthcare and support services is important in ensuring that individuals with intellectual disability receive the care they need.
4557.0	the split personality of the main character is a representation of the different face ##ts of his personality .	the person living with di ##sso ##cia ##tive identity disorder of the main character is a representation of the different face ##ts of his personality	The split personality of the main character is a representation of the different facets of his personality.	The person living with dissociative identity disorder of the main character is a representation of the different facets of his personality
2614.0	the woman ' s reaction to the bug was hysterical .	the woman ' s reaction to the bug was emotional	The woman's reaction to the bug was hysterical.	The woman's reaction to the bug was emotional
2171.0	the constant interruption ##s during my work ##day drives me crazy .	the constant interruption ##s during my work ##day ann ##oys me to distraction	The constant interruptions during my workday drives me crazy.	The constant interruptions during my workday annoys me to distraction
2535.0	the man ' s screams became more and more hysterical as he panicked .	the man ' s screams became more and more agitated as he panicked	The man's screams became more and more hysterical as he panicked.	The man's screams became more and more agitated as he panicked
1850.0	the person who is depressed may find it hard to find pleasure in activities that they once enjoyed .	the person who is experiencing depression may find it hard to find pleasure in activities that they once enjoyed	The person who is depressed may find it hard to find pleasure in activities that they once enjoyed.	The person who is experiencing depression may find it hard to find pleasure in activities that they once enjoyed
487.0	alcoholism , also known as alcohol use disorder , is a condition in which a person has a strong desire to drink alcohol , despite the negative consequences it may bring .	alcoholism , also known as alcohol use disorder , is a condition in which a person has a strong desire to drink alcohol , despite the negative consequences it may bring .	Alcoholism, also known as alcohol use disorder, is a condition in which a person has a strong desire to drink alcohol, despite the negative consequences it may bring.	Alcoholism, also known as alcohol use disorder, is a condition in which a person has a strong desire to drink alcohol, despite the negative consequences it may bring.
1688.0	he is del ##usion ##al if he thinks he can fly without an aircraft .	he is mis ##in ##formed if he thinks he can fly without an aircraft	He is delusional if he thinks he can fly without an aircraft.	He is misinformed if he thinks he can fly without an aircraft
2230.0	the drug ##gie was able to maintain their sob ##riety by participating in support groups and therapy .	the person who uses substances was able to maintain their sob ##riety by participating in support groups and therapy	The druggie was able to maintain their sobriety by participating in support groups and therapy.	The person who uses substances was able to maintain their sobriety by participating in support groups and therapy
3098.0	the mani ##c de ##pressive person in my family is always so argument ##ative .	the person living with bipolar disorder in my family is always so argument ##ative	The manic depressive person in my family is always so argumentative.	The person living with bipolar disorder in my family is always so argumentative
2320.0	she shared her story of addiction and recovery with others as an ex - addict .	she shared her story of addiction and recovery with others as an person who previously used drugs	She shared her story of addiction and recovery with others as an ex-addict.	She shared her story of addiction and recovery with others as an person who previously used drugs
782.0	he was addicted to watching tv and would spend hours in front of the screen .	he was enthusiastically devoted to watching tv and would spend hours in front of the screen	He was addicted to watching TV and would spend hours in front of the screen.	He was enthusiastically devoted to watching TV and would spend hours in front of the screen
521.0	medications commonly used to treat anxiety include selective ser ##oton ##in re ##upt ##ake inhibitors ( ssr ##is ) and benz ##od ##ia ##ze ##pine ##s .	medications commonly used to treat anxiety include selective ser ##oton ##in re ##upt ##ake inhibitors ( ssr ##is ) and benz ##od ##ia ##ze ##pine ##s .	Medications commonly used to treat anxiety include selective serotonin reuptake inhibitors (SSRIs) and benzodiazepines.	Medications commonly used to treat anxiety include selective serotonin reuptake inhibitors (SSRIs) and benzodiazepines.
522.0	a healthy lifestyle , including exercise , relaxation techniques , and a balanced diet , can also help manage anxiety symptoms .	a healthy lifestyle , including exercise , relaxation techniques , and a balanced diet , can also help manage anxiety symptoms .	A healthy lifestyle, including exercise, relaxation techniques, and a balanced diet, can also help manage anxiety symptoms.	A healthy lifestyle, including exercise, relaxation techniques, and a balanced diet, can also help manage anxiety symptoms.
4768.0	the un ##hing ##ed patient ' s condition was diagnosed as bipolar disorder .	the un ##balance ##d patient ' s condition was diagnosed as bipolar disorder	The unhinged patient's condition was diagnosed as bipolar disorder.	The unbalanced patient's condition was diagnosed as bipolar disorder
3747.0	the engineer ' s o ##cd for precision led to the creation of machines that were both accurate and efficient .	the engineer ' s met ##ic ##ulous for precision led to the creation of machines that were both accurate and efficient	The engineer's OCD for precision led to the creation of machines that were both accurate and efficient.	The engineer's meticulous for precision led to the creation of machines that were both accurate and efficient
2207.0	the drug addict ' s treatment plan included therapy , medication , and lifestyle changes .	the person with substance use disorder ' s treatment plan included therapy , medication , and lifestyle changes	The drug addict's treatment plan included therapy, medication, and lifestyle changes.	The person with substance use disorder's treatment plan included therapy, medication, and lifestyle changes
3299.0	the individual ' s need for proper care and support was not met by the system , despite them being mentally ill .	the individual ' s need for proper care and support was not met by the system , despite them being person with a mental health condition	The individual's need for proper care and support was not met by the system, despite them being mentally ill.	The individual's need for proper care and support was not met by the system, despite them being person with a mental health condition
3371.0	the mentally re ##tar ##ded person was able to improve their overall health with the help of specialized medical care and support .	the developmental ##ly disabled person was able to improve their overall health with the help of specialized medical care and support	The mentally retarded person was able to improve their overall health with the help of specialized medical care and support.	The developmentally disabled person was able to improve their overall health with the help of specialized medical care and support
3628.0	the patient ' s non - verbal cues of tension and restless ##ness were indicative of their anxiety disorder .	the patient ' s non - speaking cues of tension and restless ##ness were indicative of their anxiety disorder	The patient's non-verbal cues of tension and restlessness were indicative of their anxiety disorder.	The patient's non-speaking cues of tension and restlessness were indicative of their anxiety disorder
1511.0	the notion that money doesn ' t matter is del ##usion ##al .	the notion that money doesn ' t matter is wrong	The notion that money doesn't matter is delusional.	The notion that money doesn't matter is wrong
1882.0	the news of the lay ##offs was de ##pressing and left everyone feeling uncertain about their future .	the news of the lay ##offs was gloom ##y and left everyone feeling uncertain about their future	The news of the layoffs was depressing and left everyone feeling uncertain about their future.	The news of the layoffs was gloomy and left everyone feeling uncertain about their future
651.0	the impact of stress and trauma can be significant in individuals with mani ##c depression , and these issues should be addressed in treatment .	the impact of stress and trauma can be significant in individuals with mani ##c depression , and these issues should be addressed in treatment .	The impact of stress and trauma can be significant in individuals with manic depression, and these issues should be addressed in treatment.	The impact of stress and trauma can be significant in individuals with manic depression, and these issues should be addressed in treatment.
2648.0	the crowd ' s reaction was hysterical as the fireworks display began .	the crowd ' s reaction was distraught as the fireworks display began	The crowd's reaction was hysterical as the fireworks display began.	The crowd's reaction was distraught as the fireworks display began
2932.0	he ' s always been a bit lo ##ony , but i never thought he ' d actually do something like that .	he ' s always been a bit outrageous , but i never thought he ' d actually do something like that	He's always been a bit loony, but I never thought he'd actually do something like that.	He's always been a bit outrageous, but I never thought he'd actually do something like that
369.0	depression can affect people of all ages , gender ##s , and cultural backgrounds .	depression can affect people of all ages , gender ##s , and cultural backgrounds .	Depression can affect people of all ages, genders, and cultural backgrounds.	Depression can affect people of all ages, genders, and cultural backgrounds.
2669.0	the idea of living on a deserted island is nuts .	the idea of living on a deserted island wild	The idea of living on a deserted island is nuts.	The idea of living on a deserted island wild
118.0	mani ##c depression can lead to decreased energy levels and decreased physical activity .	mani ##c depression can lead to decreased energy levels and decreased physical activity .	Manic depression can lead to decreased energy levels and decreased physical activity.	Manic depression can lead to decreased energy levels and decreased physical activity.
3545.0	his ne ##uro ##tic behavior is causing problems in our family .	his irrational behavior is causing problems in our family	His neurotic behavior is causing problems in our family.	His irrational behavior is causing problems in our family
2879.0	my friends think i ' m lo ##ony for wanting to hike the whole pacific crest trail .	my friends think i ' m ridiculous for wanting to hike the whole pacific crest trail	My friends think I'm loony for wanting to hike the whole Pacific Crest Trail.	My friends think I'm ridiculous for wanting to hike the whole Pacific Crest Trail
2216.0	the drug offender was found guilty by a jury after a trial .	the person arrested for a drug violation was found guilty by a jury after a trial	The drug offender was found guilty by a jury after a trial.	The person arrested for a drug violation was found guilty by a jury after a trial
3361.0	the mentally re ##tar ##ded person was able to find a sense of belonging and community through participating in specialized programs and activities .	the developmental ##ly disabled person was able to find a sense of belonging and community through participating in specialized programs and activities	The mentally retarded person was able to find a sense of belonging and community through participating in specialized programs and activities.	The developmentally disabled person was able to find a sense of belonging and community through participating in specialized programs and activities
1613.0	she is del ##usion ##al if she believes she can read minds .	she is mistaken if she believes she can read minds	She is delusional if she believes she can read minds.	She is mistaken if she believes she can read minds
4187.0	the thought of climbing a mountain without proper gear was psychotic .	the thought of climbing a mountain without proper gear was un ##balance ##d	The thought of climbing a mountain without proper gear was psychotic.	The thought of climbing a mountain without proper gear was unbalanced
962.0	she became a basket case after her father ' s diagnosis , overwhelmed with emotions .	she became a person who is incapable of functioning after her father ' s diagnosis , overwhelmed with emotions	She became a basket case after her father's diagnosis, overwhelmed with emotions.	She became a person who is incapable of functioning after her father's diagnosis, overwhelmed with emotions
3366.0	the mentally re ##tar ##ded person was able to improve their physical abilities with the help of physical therapy and specialized exercise programs .	the intellectual ##ly disabled person was able to improve their physical abilities with the help of physical therapy and specialized exercise programs	The mentally retarded person was able to improve their physical abilities with the help of physical therapy and specialized exercise programs.	The intellectually disabled person was able to improve their physical abilities with the help of physical therapy and specialized exercise programs
3532.0	the ne ##uro ##tic designer ' s work was always full of intricate details and patterns .	the nervous designer ' s work was always full of intricate details and patterns	The neurotic designer's work was always full of intricate details and patterns.	The nervous designer's work was always full of intricate details and patterns
3268.0	the mentally ill man was not guilty of the crime , but was unable to stand trial due to his condition .	the has a mental health challenge man was not guilty of the crime , but was unable to stand trial due to his condition	The mentally ill man was not guilty of the crime, but was unable to stand trial due to his condition.	The has a mental health challenge man was not guilty of the crime, but was unable to stand trial due to his condition
2877.0	the lo ##ony inventor ' s latest creation was a total failure .	the wild inventor ' s latest creation was a total failure	The loony inventor's latest creation was a total failure.	The wild inventor's latest creation was a total failure
4518.0	the special education student was given a modified curriculum to suit his learning needs .	the student receiving special education services was given a modified curriculum to suit his learning needs	The special education student was given a modified curriculum to suit his learning needs.	The student receiving special education services was given a modified curriculum to suit his learning needs
4113.0	the patient ' s hall ##uc ##inations and del ##usions were psychotic .	the patient ' s hall ##uc ##inations and del ##usions were non ##sen ##sic ##al	The patient's hallucinations and delusions were psychotic.	The patient's hallucinations and delusions were nonsensical
2185.0	the drug addict ' s friends and family had given up on him and he felt alone .	the person with substance use disorder ' s friends and family had given up on him and he felt alone	The drug addict's friends and family had given up on him and he felt alone.	The person with substance use disorder's friends and family had given up on him and he felt alone
2680.0	the idea of climbing mount everest is nuts .	the idea of climbing mount everest out there	The idea of climbing Mount Everest is nuts.	The idea of climbing Mount Everest out there
2037.0	she was disturbed by the constant fear of rejection .	she was troubled by the constant fear of rejection	She was disturbed by the constant fear of rejection.	She was troubled by the constant fear of rejection
4787.0	the un ##hing ##ed musician ' s lyrics were considered controversial and offensive by some .	the erratic musician ' s lyrics were considered controversial and offensive by some	The unhinged musician's lyrics were considered controversial and offensive by some.	The erratic musician's lyrics were considered controversial and offensive by some
772.0	she was addicted to social media and found it hard to stay away from her phone .	she was enthusiastically devoted to social media and found it hard to stay away from her phone	She was addicted to social media and found it hard to stay away from her phone.	She was enthusiastically devoted to social media and found it hard to stay away from her phone
1284.0	a coke ##head may experience negative consequences in their personal and professional life as a result of their addiction .	a person who uses cocaine may experience negative consequences in their personal and professional life as a result of their addiction	A cokehead may experience negative consequences in their personal and professional life as a result of their addiction.	A person who uses cocaine may experience negative consequences in their personal and professional life as a result of their addiction
4599.0	he is currently in therapy for his addiction and is struggling with the urge to re ##la ##pse .	he is currently in therapy for his addiction and is living with ##the urge to re ##la ##pse	He is currently in therapy for his addiction and is struggling with the urge to relapse.	He is currently in therapy for his addiction and is living withthe urge to relapse
1414.0	the man ' s obsession with aliens led many to believe he was crazy .	the man ' s obsession with aliens led many to believe he was mentally challenged	The man's obsession with aliens led many to believe he was crazy.	The man's obsession with aliens led many to believe he was mentally challenged
1234.0	he was frustrated by the bu ##lim ##ic ' s lack of willingness to seek help for her disorder .	he was frustrated by the person living with an eating disorder ' s lack of willingness to seek help for her disorder	He was frustrated by the bulimic's lack of willingness to seek help for her disorder.	He was frustrated by the person living with an eating disorder's lack of willingness to seek help for her disorder
2566.0	the man ' s laughter turned into hysterical sobbing as he recounted the traumatic event .	the man ' s laughter turned into emotional sobbing as he recounted the traumatic event	The man's laughter turned into hysterical sobbing as he recounted the traumatic event.	The man's laughter turned into emotional sobbing as he recounted the traumatic event
435.0	symptoms of mental illness can vary greatly and can include changes in mood , thoughts , behavior , and ability to function in daily life .	symptoms of mental illness can vary greatly and can include changes in mood , thoughts , behavior , and ability to function in daily life .	Symptoms of mental illness can vary greatly and can include changes in mood, thoughts, behavior, and ability to function in daily life.	Symptoms of mental illness can vary greatly and can include changes in mood, thoughts, behavior, and ability to function in daily life.
